genero,quantidade_faixas,media_popularity,media_danceability,media_energy,media_valence,media_tempo,media_acousticness,media_instrumentalness,media_speechiness,media_liveness,media_loudness,media_danceability_norm,media_energy_norm,media_valence_norm,media_tempo_norm,media_acousticness_norm,media_instrumentalness_norm,media_speechiness_norm,media_liveness_norm,media_loudness_norm
punk rock,1000,38.2655,0.507329,0.80998,0.5669669,132.219025,0.08259563892,0.03218837973,0.0635081,0.23666890000000002,-5.916501,0.5150548223350254,0.80998,0.5698159798994974,0.47857610286529184,0.08292734831325302,0.03218837973,0.06581150259067359,0.23666890000000002,0.8067347169043523
r&b,1000,36.705,0.614388,0.6381296706,0.6331639,124.038939,0.3705621442,0.009955657029999999,0.0892185,0.2621831,-7.5394440000000005,0.6237441624365482,0.6381296706,0.6363456281407034,0.44020293002833394,0.3720503455823293,0.009955657029999999,0.09245440414507773,0.2621831,0.7767152396278415
reggae,1000,20.5945,0.745331,0.7257910000000001,0.647529,119.867602,0.175950025,0.00280537597,0.1154054,0.18832959999999999,-5.292395000000001,0.7566812182741116,0.7257910000000001,0.6507829145728642,0.42063498958587425,0.1766566516064257,0.00280537597,0.11959108808290156,0.18832959999999999,0.8182787673640012
reggaeton,1000,23.8245,0.758521,0.7387279999999999,0.6427535,118.872403,0.16476341,0.0027859232,0.1209521,0.1703853,-4.987124,0.7700720812182741,0.7387279999999999,0.6459834170854271,0.41596646370067364,0.16542511044176708,0.0027859232,0.12533896373056996,0.1703853,0.8239253463551781
rock,1000,18.5985,0.543609,0.6790711,0.5389026,126.321238,0.20924166109999998,0.02097829694,0.0499229,0.1725127,-6.664480999999999,0.55188730964467,0.6790711,0.5416106532663316,0.45090930328560974,0.2100819890562249,0.02097829694,0.051733575129533686,0.1725127,0.7928993766531638
rock and roll,1000,34.434,0.5503020000000001,0.5266152,0.67049,120.390017,0.5533451770000001,0.014221187790000001,0.0513818,0.22731200000000001,-9.381602999999998,0.558682233502538,0.5266152,0.6738592964824119,0.4230856632203103,0.5555674467871485,0.014221187790000001,0.053245388601036274,0.22731200000000001,0.7426409374248562
sad,1000,52.3965,0.692378,0.4624701,0.4220495,119.06495,0.473710126,0.10574007977,0.1304311,0.1716106,-10.275018,0.7029218274111675,0.4624701,0.4241703517587939,0.4168697108438256,0.4756125763052209,0.10574007977,0.13516176165803112,0.1716106,0.7261154948855963
samba,1000,38.8555,0.5748970000000001,0.6726435000000001,0.6934091,118.122361,0.48990308,0.00735576425,0.0836434,0.44319240000000004,-8.490192,0.5836517766497461,0.6726435000000001,0.696893567839196,0.41244798097311086,0.491870562248996,0.00735576425,0.08667709844559586,0.44319240000000004,0.7591293120988476
sertanejo,1000,47.877,0.591647,0.710391,0.619325,127.052197,0.43662081999999997,0.00016029266,0.0648653,0.4742244,-5.4854449999999995,0.6006568527918781,0.710391,0.6224371859296481,0.45433826675173095,0.43837431726907633,0.00016029266,0.06721792746113991,0.4742244,0.8147079333370326
singer songwriter,1000,37.807,0.562022,0.4341884,0.4142976,119.737322,0.552753542,0.027891565750000003,0.0514857,0.1501931,-9.779511000000001,0.5705807106598985,0.4341884,0.4163794974874372,0.4200238399039273,0.5549734357429719,0.027891565750000003,0.05335305699481866,0.1501931,0.7352808575180807
ska,1000,35.1325,0.5806760000000001,0.793134,0.69672,128.338341,0.12157530015000001,0.03011484573,0.0721267,0.2714103,-6.352839,0.5895187817258883,0.793134,0.700221105527638,0.46037162948229593,0.12206355436746989,0.03011484573,0.07474269430051814,0.2714103,0.7986637996411594
sleep,1000,35.071,0.1679225,0.34207171670000003,0.058187871,96.623352,0.65725270108,0.72353913501,0.056847,0.3577362,-24.194084,0.17047969543147207,0.34207171670000003,0.05848027236180904,0.3115951062991387,0.6598922701606427,0.72353913501,0.05890880829015545,0.3577362,0.4686553835340251
songwriter,1000,37.807,0.562022,0.4341884,0.4142976,119.737322,0.552753542,0.027891565750000003,0.0514857,0.1501931,-9.779511000000001,0.5705807106598985,0.4341884,0.4163794974874372,0.4200238399039273,0.5549734357429719,0.027891565750000003,0.05335305699481866,0.1501931,0.7352808575180807
spanish,1000,37.922,0.6043099999999999,0.707777,0.5484960999999999,122.832437,0.26875821868000005,0.01730288238,0.0873142,0.2236962,-6.486594,0.61351269035533,0.707777,0.5512523618090451,0.43454317171110646,0.26983756895582334,0.01730288238,0.09048103626943006,0.2236962,0.7961897415977656
swedish,1000,37.188,0.590413,0.6220025,0.5329407,121.094523,0.32420006772,0.02216727505,0.0648112,0.1903963,-7.776523,0.5994040609137055,0.6220025,0.5356187939698492,0.42639053440414315,0.3255020760240964,0.02216727505,0.0671618652849741,0.1903963,0.7723300038843571
synthpop,1000,36.581,0.620663,0.7131349,0.5863771000000001,122.85003200000001,0.15232235625,0.08232404800000001,0.0483371,0.18416916,-8.204640999999999,0.6301147208121827,0.7131349,0.5893237185929647,0.4346257106937121,0.15293409262048194,0.08232404800000001,0.05009025906735752,0.18416916,0.7644111314577436
tango,1000,19.871,0.537862,0.372828,0.5835295,114.55432,0.846208935,0.13971501043,0.0798359,0.2303476,-10.062361000000001,0.5460527918781726,0.372828,0.5864618090452262,0.3957101307864072,0.8496073644578314,0.13971501043,0.08273150259067359,0.2303476,0.7300489983907662
techno,1000,39.053,0.684348,0.746413,0.3218783,128.255482,0.08141377308,0.5400382181,0.0642115,0.1594341,-8.077874,0.6947695431472081,0.746413,0.32349577889447234,0.4599829339688139,0.08174073602409639,0.5400382181,0.06654041450777202,0.1594341,0.7667559328931061
afrobeat,999,24.40740740740741,0.6694084084084084,0.7029379379379379,0.6984746746746747,119.24205705705705,0.2708928451451451,0.2528757463063063,0.08662172172172172,0.18472362362362363,-7.789598598598599,0.6796024450846786,0.7029379379379379,0.7019845976629896,0.41770052847961764,0.27198076821801725,0.2528757463063063,0.08976344219867537,0.18472362362362363,0.7720881453378724
alternative,999,24.36186186186186,0.559962962962963,0.7198478478478479,0.49515825825825827,122.20776876876877,0.1479672118018018,0.037501105805805804,0.07013403403403404,0.20144074074074075,-6.0761911911911906,0.5684903177288964,0.7198478478478479,0.4976464907118173,0.43161282330122513,0.14856145763233114,0.037501105805805804,0.07267775547568295,0.20144074074074075,0.8037809372178533
alternative rock,999,33.893393393393396,0.5346006006006007,0.7540270270270271,0.5181794794794795,124.65440340340339,0.1221684040940941,0.054150703273273273,0.05507567567567568,0.21033993993993996,-6.194009009009009,0.5427417264980716,0.7540270270270271,0.5207833964617884,0.44309010284372896,0.12265904025511457,0.054150703273273273,0.05707323904215096,0.21033993993993996,0.8016016682572367
ambient,999,44.206706706706704,0.3679657657657658,0.23725704704704706,0.16734454454454453,111.49242392392394,0.7767006410410411,0.6759931542542543,0.04155265265265265,0.12929839839839838,-18.596266266266266,0.37356930534595506,0.23725704704704706,0.16818547190406485,0.38134663053273377,0.7798199207239368,0.6759931542542543,0.04305974368150535,0.12929839839839838,0.5721978753257075
anime,999,48.765765765765764,0.5375169169169169,0.6737880880880881,0.4346357357357357,123.54965365365366,0.26797644918918917,0.26323444413413416,0.0872962962962963,0.19731881881881883,-7.938441441441441,0.5457024537227582,0.6737880880880881,0.43681983491028714,0.4379076691763161,0.26905265982850324,0.26323444413413416,0.0904624832085972,0.19731881881881883,0.7693350083894448
breakbeat,999,20.13113113113113,0.6461431431431431,0.8534964964964965,0.47506836836836835,133.0422002002002,0.03143344962962963,0.3953817421321322,0.08574904904904905,0.22043703703703704,-6.027938938938939,0.6559828864397391,0.8534964964964965,0.4774556466013752,0.4824376569164815,0.03155968838316228,0.3953817421321322,0.08885911818554307,0.22043703703703704,0.804673456172633
cantopop,999,34.753753753753756,0.5479019019019019,0.46181001001001004,0.39339529529529527,124.26351151151152,0.536023268868869,0.012630111831831832,0.039092892892892896,0.19202242242242243,-9.661862862862861,0.55624558568721,0.46181001001001004,0.3953721560756736,0.44125641037055297,0.5381759727599086,0.012630111831831832,0.04051076983719471,0.19202242242242243,0.7374569879055386
chill,999,53.7002002002002,0.6642072072072072,0.42639929929929926,0.40354504504504507,115.48886486486487,0.5346082630630631,0.17820020386386387,0.10221421421421421,0.16832332332332334,-10.466774774774775,0.6743220377738144,0.42639929929929926,0.40557290959301007,0.400094125236264,0.5367552841998625,0.17820020386386387,0.10592146550695775,0.16832332332332334,0.7225685815664173
dancehall,999,33.470970970970974,0.734082082082082,0.6852812812812813,0.6290556556556557,112.89906806806806,0.21548705605605606,0.007141171131131131,0.18703813813813813,0.1567861861861862,-6.118947947947948,0.7452609970376468,0.6852812812812813,0.6322167393524176,0.3879452651758583,0.21635246591973503,0.007141171131131131,0.19382190480636077,0.1567861861861862,0.8029900681066913
death metal,999,32.17867867867868,0.36831821821821825,0.9314684684684685,0.24773883883883882,123.76279679679679,0.006702404854854855,0.2759620146646647,0.11132572572572573,0.24335495495495496,-5.347288288288288,0.37392712509463777,0.9314684684684685,0.2489837576269737,0.4389075338074268,0.00672932214342857,0.2759620146646647,0.11536344634790231,0.24335495495495496,0.8172634095723824
disney,999,27.52252252252252,0.46303023023023027,0.3026695295295295,0.36875915915915913,112.0453873873874,0.7426519165165165,0.38304951845845847,0.07491701701701702,0.16855085085085084,-14.967937937937938,0.470081452010386,0.3026695295295295,0.3706122202604614,0.3839406084635289,0.745634454333852,0.38304951845845847,0.07763421452540624,0.16855085085085084,0.6393108422037633
dub,999,40.05755755755756,0.5755155155155156,0.7147517517517518,0.3868713713713714,129.50659659659658,0.12253151771771773,0.0886152691991992,0.0971051051051051,0.18931151151151152,-6.046363363363364,0.5842797111832644,0.7147517517517518,0.38881544861444356,0.4658519721004475,0.12302361216638326,0.0886152691991992,0.10062705192238872,0.18931151151151152,0.8043326607224281
dubstep,999,42.31731731731732,0.5180080080080081,0.7588078078078078,0.2718457457457457,133.6633973973974,0.1137546049049049,0.09232711574574574,0.09041551551551552,0.19971721721721722,-5.0639529529529534,0.5258964548304649,0.7588078078078078,0.27321180476959367,0.48535172254047154,0.11421145070773586,0.09232711574574574,0.09369483473110417,0.19971721721721722,0.8225042459176709
folk,999,38.03853853853854,0.5585525525525525,0.5455945945945946,0.49038718718718716,118.45262962962963,0.47569282582582584,0.03771232416416416,0.05872792792792793,0.17617377377377377,-9.031366366366365,0.5670584289873629,0.5455945945945946,0.49285144440923334,0.4139972868370594,0.4776032387809497,0.03771232416416416,0.06085795640199786,0.17617377377377377,0.7491192429875078
french,999,41.07507507507508,0.6515301301301302,0.5948700700700701,0.42974124124124125,117.79386786786786,0.3497763731631632,0.15899840712712712,0.12673893893893895,0.17445065065065063,-8.853756756756757,0.6614519087615535,0.5948700700700701,0.43190074496607156,0.41090700405244523,0.3511810975533767,0.15899840712712712,0.13133568801962586,0.17445065065065063,0.7524044770590466
gospel,999,41.64114114114114,0.4732972972972973,0.5763337337337336,0.320801001001001,125.67478078078078,0.37676831131131133,0.003310016046046046,0.04128348348348348,0.29831091091091094,-7.193607607607607,0.48050487035258604,0.5763337337337336,0.3224130663326643,0.44787674169581737,0.37828143705954953,0.003310016046046046,0.04278081189998289,0.29831091091091094,0.7831121541977394
goth,999,28.91091091091091,0.47855355355355356,0.7410800002002002,0.4433193193193193,124.30890390390391,0.1641359784184184,0.11953373018018018,0.07295425425425425,0.2302214214214214,-7.161362362362363,0.4858411711203589,0.7410800002002002,0.44554705459228067,0.4414693482441592,0.16479515905463699,0.11953373018018018,0.07560026347591116,0.2302214214214214,0.7837085925242335
grunge,999,49.58258258258258,0.45705305305305305,0.8031121121121121,0.40044844844844846,129.3379029029029,0.0534945743043043,0.03700969864864865,0.06105245245245245,0.22228108108108108,-5.6616106106106105,0.4640132518305107,0.8031121121121121,0.40246075220949584,0.4650606219527091,0.05370941195211276,0.03700969864864865,0.06326679010616836,0.22228108108108108,0.8114494088265428
guitar,999,29.52852852852853,0.5403787787787787,0.32520639229229226,0.43255435435435435,112.42591191191191,0.7732178728728729,0.5160684877777778,0.051433733733733736,0.149706006006006,-14.041552552552552,0.5486078972373388,0.32520639229229226,0.4347279943259842,0.3857256671228487,0.776323165535013,0.5160684877777778,0.053299205941693,0.149706006006006,0.6564461359422792
happy,999,21.715715715715717,0.5526966966966967,0.9109009009009009,0.32768618618618617,152.92087587587585,0.05730013803803804,0.26346554411411416,0.11979369369369369,0.2843439439439439,-5.4163213213213215,0.5611133976616209,0.9109009009009009,0.329332850438378,0.5756894708304837,0.057530259074335385,0.26346554411411416,0.1241385426877655,0.2843439439439439,0.8159865097881855
hardcore,999,36.109609609609606,0.5466206206206206,0.8423293293293292,0.49620300300300296,125.32543643643645,0.06497814235235236,0.06823321722722722,0.14933663663663663,0.23522682682682683,-5.777425425425426,0.5549447925082442,0.8423293293293292,0.4986964854301537,0.44623795074604744,0.06523909874734171,0.06823321722722722,0.15475299133330223,0.23522682682682683,0.809307189289802
house,999,34.189189189189186,0.6684854854854855,0.7551671671671673,0.49446996996997,121.11801501501502,0.10876282082082082,0.038029680070070064,0.06942402402402403,0.18808088088088087,-5.264155155155155,0.6786654674979548,0.7551671671671673,0.49695474368841197,0.42650073656491005,0.10919961929801288,0.038029680070070064,0.07194199380727878,0.18808088088088087,0.8188011180445932
indian,999,49.52102102102102,0.5924244244244244,0.5671381381381382,0.4633153153153153,116.13914014014014,0.48516323223223223,0.039447471211211206,0.07212872872872873,0.17295605605605605,-8.848357357357358,0.6014461161669283,0.5671381381381382,0.4656435329802163,0.40314459750877285,0.4871116789480244,0.039447471211211206,0.0747447966100816,0.17295605605605605,0.75250434941906
j idol,999,24.71071071071071,0.5487577577577578,0.8685928928928929,0.5777104104104104,136.09808608608608,0.1515234754654655,0.03727339577577577,0.06945085085085086,0.22918608608608607,-3.773912912912913,0.5571144748809723,0.8685928928928929,0.5806134777994074,0.49677296308185914,0.152132003479383,0.03727339577577577,0.07196979362782473,0.22918608608608607,0.8463660375318994
jazz,999,13.583583583583584,0.5098918918918919,0.35320463463463464,0.49033633633633633,112.79216766766766,0.7155452522522522,0.07904011908908909,0.05498698698698699,0.17007517517517518,-11.57537937937938,0.5176567430374537,0.35320463463463464,0.4928003380264686,0.3874437903086131,0.7184189279641087,0.07904011908908909,0.05698133366527149,0.17007517517517518,0.7020627900897216
malay,999,30.36736736736737,0.6286036036036037,0.5783089089089088,0.5011750750750751,119.30001101101101,0.40427437137137134,0.008860081531531533,0.08100900900900901,0.1731914914914915,-8.373361361361361,0.6381762473133031,0.5783089089089088,0.5036935427890201,0.41797239323649915,0.40589796322426847,0.008860081531531533,0.083947159594828,0.1731914914914915,0.7612903212666452
pop film,999,59.28028028028028,0.5972602602602602,0.6043852852852852,0.5289812812812813,117.29098698698698,0.4407874034034034,0.008131863673673674,0.06407657657657657,0.1664374374374374,-7.873569569569569,0.606355594172853,0.6043852852852852,0.5316394786746546,0.4085479659007139,0.44255763393916003,0.008131863673673674,0.06640059748868041,0.1664374374374374,0.7705349394304871
progressive house,999,46.71621621621622,0.6239529529529529,0.8132432432432432,0.36532642642642643,125.09072872872873,0.06142005644644645,0.20068295864864863,0.06763913913913915,0.2093932932932933,-5.422194194194194,0.6334547745715258,0.8132432432432432,0.36716223761449884,0.44513692571598856,0.06166672333980567,0.20068295864864863,0.07009237216491103,0.2093932932932933,0.8158778796183305
punk,999,38.27877877877878,0.4996556556556557,0.8097447447447447,0.5556803803803804,133.60912212212213,0.08920961006006006,0.03892467385385385,0.06421511511511513,0.21604414414414416,-5.7296476476476474,0.5072646250311225,0.8097447447447447,0.5584727441008848,0.4850971146403942,0.08956788158640569,0.03892467385385385,0.06654416074105195,0.21604414414414416,0.8101909319192858
rockabilly,999,31.51001001001001,0.5611861861861862,0.6592051051051051,0.7267367367367368,123.65703703703704,0.44722339665665667,0.025254582182182184,0.05958048048048048,0.22903443443443441,-8.204841841841843,0.5697321687169403,0.6592051051051051,0.7303886801374239,0.43841140973972675,0.4490194745548762,0.025254582182182184,0.06174143054972071,0.22903443443443441,0.7644074164984953
show tunes,999,31.26026026026026,0.46395605605605605,0.39888564564564566,0.379086986986987,114.49948048048049,0.6369112377377377,0.03790609706706707,0.10825745745745746,0.2155129129129129,-10.683577577577578,0.4710213767066559,0.39888564564564566,0.3809919467205899,0.39545287598971945,0.6394691141945159,0.03790609706706707,0.1121838937382979,0.2155129129129129,0.7185583934007069
soul,999,19.815315315315317,0.6000210210210211,0.5336302302302302,0.5228722722722722,114.5969049049049,0.4015084038038038,0.013649902142142144,0.06005675675675675,0.18175765765765764,-8.288617617617618,0.6091583969756558,0.5336302302302302,0.5254997711279118,0.39590989860255993,0.40312088735321666,0.013649902142142144,0.062234981095084733,0.18175765765765764,0.7628578211046811
trance,999,37.54454454454454,0.5832992992992994,0.8453863863863863,0.2768846846846847,133.28702602602604,0.03590136666666666,0.4233813240840841,0.07974144144144144,0.23447987987987987,-6.327486486486486,0.5921820297454815,0.8453863863863863,0.27827606500973334,0.48358614652030296,0.036045548862115126,0.4233813240840841,0.08263361807403259,0.23447987987987987,0.7991327435309455
turkish,999,40.71521521521522,0.6162072072072072,0.6099285285285285,0.4624231231231231,120.36787987987988,0.32144166616616615,0.03563847237237237,0.10515875875875876,0.18056186186186188,-8.220551551551551,0.6255910733068093,0.6099285285285285,0.4647468574101739,0.42298181693599474,0.3227325965523757,0.03563847237237237,0.1089728070038951,0.18056186186186188,0.7641168349601103
world music,999,41.88088088088088,0.4144994994994995,0.5326243646646647,0.2501614214214214,121.79996346346346,0.2998463277977978,0.09191573856856856,0.04176846846846847,0.2502838838838839,-9.421907907907908,0.42081167461878116,0.5326243646646647,0.25141851399137827,0.4296997892005679,0.30105052991746767,0.09191573856856856,0.04328338701395697,0.2502838838838839,0.7418954200116917
bluegrass,998,25.681362725450903,0.5347715430861724,0.5302871743486973,0.6348554108216432,126.62065631262524,0.5566500561122244,0.13706690063126253,0.03868957915831663,0.2265498997995992,-9.917164328657314,0.5429152721687028,0.5302871743486973,0.6380456390167268,0.452313888843869,0.5588855985062494,0.13706690063126253,0.0400928281433333,0.2265498997995992,0.7327346923282594
blues,998,31.21693386773547,0.5685370741482966,0.5820455911823647,0.6034386773547095,116.63287074148296,0.3976411275551102,0.03414478303607215,0.06394218436873748,0.19183857715430863,-8.521332665330663,0.5771949991353265,0.5820455911823647,0.6064710325172958,0.40546071126359445,0.3992380798746087,0.03414478303607215,0.06626133095205956,0.19183857715430863,0.7585533051193853
brazil,998,44.65931863727455,0.5631743486973948,0.6207975951903808,0.4697090180360722,121.96297194388778,0.3321668037074148,0.013105939719438879,0.09587144288577154,0.29779759519038074,-7.60195991983968,0.571750607814614,0.6207975951903808,0.472069364860374,0.43046446974221647,0.3335008069351555,0.013105939719438879,0.09934864547748347,0.29779759519038074,0.7755588864872522
chicago house,998,12.33366733466934,0.7662404809619238,0.7329819639278556,0.5867486973947895,123.90862825651303,0.03530414786573146,0.4837285033667335,0.07423016032064128,0.13747695390781564,-9.155609218436874,0.7779091177278414,0.7329819639278556,0.5896971833113462,0.439591636127226,0.03544593159209987,0.4837285033667335,0.0769224459281257,0.13747695390781564,0.7468211305618098
children,998,35.11723446893787,0.7164759519038076,0.4944550901803607,0.6937879759519038,123.36938577154308,0.4983929342685371,0.060662174058116226,0.09246983967935872,0.1816446893787575,-9.41163126252505,0.7273867532018351,0.4944550901803607,0.6972743476903556,0.43706202395972776,0.5003945123178084,0.060662174058116226,0.09582366806151164,0.1816446893787575,0.7420855064919621
deep house,998,44.786072144288575,0.7105180360721443,0.7417795591182366,0.44747404809619235,120.88964629258517,0.10131355198396794,0.2372388063827655,0.05990240480961924,0.17089639278557114,-6.971884769539078,0.7213381076874561,0.7417795591182366,0.4497226614032084,0.4254294480165555,0.10172043371884332,0.2372388063827655,0.06207503089079715,0.17089639278557114,0.7872133479544404
detroit techno,998,11.182865731462925,0.7224659318637274,0.7103180360721443,0.4687794589178357,126.59767034068138,0.06572624955911824,0.6991005529058116,0.07269549098196393,0.1546812625250501,-11.089171342685372,0.7334679511306877,0.7103180360721443,0.4711351345907896,0.45220606055523876,0.06599021040072113,0.6991005529058116,0.07533211500721652,0.1546812625250501,0.7110561503674347
forro,998,41.826653306613224,0.6499468937875752,0.7895010020040081,0.7604993987975952,140.35065631262523,0.39736227454909817,0.0012516569138276553,0.05720080160320641,0.29534939879759514,-5.122070140280561,0.6598445622208884,0.7895010020040081,0.7643210038166784,0.5167219724571015,0.39895810697700623,0.0012516569138276553,0.05927544207586158,0.29534939879759514,0.8214292558629642
grindcore,998,14.629258517034069,0.2720768537074148,0.9243226452905812,0.21635370741482965,119.26818236472946,0.008715731553106213,0.5376920531162325,0.1376119238476954,0.2809285571142284,-6.238946893787575,0.2762201560481369,0.9243226452905812,0.21744091197470317,0.41782308354159764,0.008750734491070495,0.5376920531162325,0.14260302989398488,0.2809285571142284,0.8007704549546348
groove,998,37.83266533066132,0.5840831663326653,0.7639557114228457,0.4269433867735471,123.74139078156313,0.1315849755511022,0.14583316189378756,0.07072685370741484,0.23067885771543087,-6.404963927855712,0.5929778338402694,0.7639557114228457,0.429088830928188,0.4388071171709377,0.1321134292681749,0.14583316189378756,0.07329207638074077,0.23067885771543087,0.7976996480429182
hard rock,998,42.72244488977956,0.4822364729458918,0.794941883767535,0.5141734468937875,125.36580861723448,0.09046400253507013,0.049296710521042085,0.06644519038076152,0.2211180360721443,-6.744859719438877,0.48958017557958555,0.794941883767535,0.5167572330590829,0.44642733856807865,0.09082731178219895,0.049296710521042085,0.068855119565556,0.2211180360721443,0.791412616402366
hardstyle,998,26.603206412825653,0.5394108216432866,0.9011733466933868,0.3120735470941884,146.90585871743485,0.051225616533066134,0.14216985885771544,0.12244789579158318,0.2572200400801603,-4.34745991983968,0.5476251996378544,0.9011733466933868,0.3136417558735561,0.5474727389968422,0.05143134190066881,0.14216985885771544,0.12688901118298776,0.2572200400801603,0.8357571736707234
heavy metal,998,26.178857715430862,0.4284285571142285,0.8741523046092184,0.3882503006012024,126.61172945891784,0.014983335681362725,0.0824733237775551,0.07455571142284569,0.2798301603206413,-5.746254509018036,0.4349528498621609,0.8741523046092184,0.39020130713688683,0.4522720125481669,0.0150435097202437,0.0824733237775551,0.0772598045832598,0.2798301603206413,0.8098837558215777
idm,998,15.759519038076153,0.5274834669338677,0.5551592685370741,0.30262254509018033,123.25401903807615,0.3773768678557114,0.6745702373146293,0.07540871743486975,0.16849168336673345,-12.415854709418836,0.5355162100851449,0.5551592685370741,0.30414326139716613,0.4365208331210297,0.378892437606136,0.6745702373146293,0.07814374863717072,0.16849168336673345,0.6865165693835185
j pop,998,41.22444889779559,0.5517354709418837,0.6806324649298597,0.5419560120240482,124.69469639278557,0.28085462386773546,0.01159832745490982,0.05942735470941884,0.19872755511022042,-6.259991983967936,0.560137533951151,0.6806324649298597,0.544679409069395,0.4432791191750585,0.28198255408407175,0.01159832745490982,0.06158275099421642,0.19872755511022042,0.8003811852104408
